Namespace(adam_epsilon=1e-06, batch_num=16, data_dir='/cluster/work/sachan/yifan/data/wikidata/downstream', device=5, epoch=10, lr=1e-08, model_dir='/cluster/work/sachan/yifan/huggingface_models/bert-base-multilingual-cased', model_name='mBERT-KG', modelkg_dir='/cluster/project/sachan/yifan/projects/Multilingual_Space/tmp/mbert_adapter', neg_num=1, patience=2, task_name='kgc', tmp_dir='./tmp/checkpoints', weight_decay=0.0001)
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/bert-base-multilingual-cased were not used when initializing BertModel: ['cls.predictions.transform.dense.bias', 'cls.predictions.bias', 'cls.seq_relationship.weight', 'cls.predictions.decoder.weight', 'cls.seq_relationship.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Overwriting existing adapter 'ep'.
Overwriting existing adapter 'tp'.
Overwriting existing adapter 'es'.
Overwriting existing adapter 'ts'.
Overwriting existing adapter fusion module 'ep,tp,es,ts'
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/bert-base-multilingual-cased were not used when initializing BertModel: ['cls.predictions.transform.dense.bias', 'cls.predictions.bias', 'cls.seq_relationship.weight', 'cls.predictions.decoder.weight', 'cls.seq_relationship.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Overwriting existing adapter 'ep'.
Overwriting existing adapter 'tp'.
Overwriting existing adapter 'es'.
Overwriting existing adapter 'ts'.
Overwriting existing adapter fusion module 'ep,tp,es,ts'
...testing...
KGC: [ el ] | test hit@1:  0.09797 hit@10:  0.28928 MRR:  0.12812
KGC: [ en ] | test hit@1:  0.12517 hit@10:  0.27674 MRR:  0.1497
KGC: [ es ] | test hit@1:  0.13606 hit@10:  0.30163 MRR:  0.16011
KGC: [ fr ] | test hit@1:  0.13593 hit@10:  0.27322 MRR:  0.15311
KGC: [ ja ] | test hit@1:  0.05644 hit@10:  0.17244 MRR:  0.08001
KGC: [ ast ] | test hit@1:  0.1378 hit@10:  0.32519 MRR:  0.16296
KGC: [ ca ] | test hit@1:  0.14904 hit@10:  0.31328 MRR:  0.17085
KGC: [ da ] | test hit@1:  0.16056 hit@10:  0.32736 MRR:  0.18323
KGC: [ de ] | test hit@1:  0.13427 hit@10:  0.29268 MRR:  0.15891
KGC: [ fa ] | test hit@1:  0.06355 hit@10:  0.21468 MRR:  0.08977
KGC: [ fi ] | test hit@1:  0.12277 hit@10:  0.26762 MRR:  0.14425
KGC: [ hu ] | test hit@1:  0.13487 hit@10:  0.30414 MRR:  0.16621
KGC: [ it ] | test hit@1:  0.13448 hit@10:  0.28307 MRR:  0.15592
KGC: [ nb ] | test hit@1:  0.16415 hit@10:  0.33014 MRR:  0.18729
KGC: [ nl ] | test hit@1:  0.13068 hit@10:  0.28174 MRR:  0.15302
KGC: [ pl ] | test hit@1:  0.14476 hit@10:  0.31755 MRR:  0.17217
KGC: [ pt ] | test hit@1:  0.13756 hit@10:  0.28863 MRR:  0.16288
KGC: [ ru ] | test hit@1:  0.08209 hit@10:  0.20679 MRR:  0.10226
KGC: [ sv ] | test hit@1:  0.15636 hit@10:  0.31741 MRR:  0.17794
KGC: [ zh ] | test hit@1:  0.06716 hit@10:  0.18989 MRR:  0.08877
...testing...
KGC: [ el ] | test hit@1:  0.09427 hit@10:  0.2597 MRR:  0.12513
KGC: [ en ] | test hit@1:  0.14656 hit@10:  0.30281 MRR:  0.16714
KGC: [ es ] | test hit@1:  0.16654 hit@10:  0.32212 MRR:  0.18646
KGC: [ fr ] | test hit@1:  0.14225 hit@10:  0.2872 MRR:  0.16078
KGC: [ ja ] | test hit@1:  0.06033 hit@10:  0.17361 MRR:  0.08256
KGC: [ ast ] | test hit@1:  0.15019 hit@10:  0.32341 MRR:  0.17428
KGC: [ ca ] | test hit@1:  0.14701 hit@10:  0.31092 MRR:  0.17225
KGC: [ da ] | test hit@1:  0.16056 hit@10:  0.3258 MRR:  0.18224
KGC: [ de ] | test hit@1:  0.15891 hit@10:  0.31313 MRR:  0.18051
KGC: [ fa ] | test hit@1:  0.08587 hit@10:  0.22198 MRR:  0.10209
KGC: [ fi ] | test hit@1:  0.12277 hit@10:  0.27498 MRR:  0.1467
KGC: [ hu ] | test hit@1:  0.14543 hit@10:  0.30493 MRR:  0.17136
KGC: [ it ] | test hit@1:  0.14139 hit@10:  0.29164 MRR:  0.16361
KGC: [ nb ] | test hit@1:  0.15974 hit@10:  0.33382 MRR:  0.18459
KGC: [ nl ] | test hit@1:  0.14597 hit@10:  0.3107 MRR:  0.1695
KGC: [ pl ] | test hit@1:  0.16611 hit@10:  0.33289 MRR:  0.19038
KGC: [ pt ] | test hit@1:  0.14039 hit@10:  0.3081 MRR:  0.16607
KGC: [ ru ] | test hit@1:  0.09733 hit@10:  0.22723 MRR:  0.1133
KGC: [ sv ] | test hit@1:  0.15135 hit@10:  0.3124 MRR:  0.17375
KGC: [ zh ] | test hit@1:  0.06716 hit@10:  0.1841 MRR:  0.09081
...testing...
KGC: [ el ] | test hit@1:  0.08318 hit@10:  0.25323 MRR:  0.11638
